sub_genic f1
Spermophilus_dauricus,0.8974
Sphenodon_punctatus,0.5838
Stegastes_partitus,0.8922
Sus_scrofa,0.8018
Taeniopygia_guttata,0.9017
Takifugu_rubripes,0.8575
Tetraodon_nigroviridis,0.8838
Theropithecus_gelada,0.9266
Tupaia_belangeri,0.7167
Tursiops_truncatus,0.8552
Urocitellus_parryii,0.8941
Ursus_americanus,0.8508
Ursus_maritimus,0.852
Vicugna_pacos,0.7939
Vombatus_ursinus,0.8491
Vulpes_vulpes,0.8609
Xenopus_tropicalis,0.7427
Xiphophorus_couchianus,0.9052
Xiphophorus_maculatus,0.8671
Zonotrichia_albicollis,0.8663
